site,block,plot,time_month,treatment,species,number_recovered,number_original,number_herbivorized,notes,pct_recovered,mean_1seed,sd_1seed,number_lost
mo,10,1,2,carpet,TRIPER,1,20,NA,NA,0.05,2.48e-5,1.6865480854231363e-6,19
mo,10,1,2,sticky,DESCAN,3,20,NA,NA,0.15,0.00442,3.0210520610468724e-4,17
mo,10,1,2,carpet,DESCAN,3,20,6,NA,0.15,0.00442,3.0210520610468724e-4,17
mo,10,1,2,sticky,ECHPAL,6,20,NA,NA,0.3,0.0045968,1.8277660924989524e-4,14
mo,10,1,2,sticky,SPOHET,7,20,NA,NA,0.35,0.001996,8.69635939153084e-5,13
mo,10,1,2,carpet,SPOHET,8,20,2,NA,0.4,0.001996,8.69635939153084e-5,12
mo,10,1,2,sticky,LESCAP,9,20,NA,NA,0.45,0.00328,9.864864700316754e-5,11
mo,10,1,2,sticky,CORTIN,12,20,NA,NA,0.6,2.148e-4,1.3603921003397022e-5,8
mo,10,1,2,sticky,TRIPER,12,20,NA,NA,0.6,2.48e-5,1.6865480854231363e-6,8
mo,10,1,2,carpet,ECHPAL,13,20,5,NA,0.65,0.0045968,1.8277660924989524e-4,7
mo,10,1,2,carpet,LESCAP,14,20,NA,NA,0.7,0.00328,9.864864700316754e-5,6
mo,10,1,2,sticky,SCHSCO,16,20,NA,NA,0.8,0.0018332,1.1412351982732469e-4,4
mo,10,1,2,sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,10,1,2,carpet,SCHSCO,18,20,22,NA,0.9,0.0018332,1.1412351982732469e-4,2
mo,10,3,1,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,10,3,1,carpet,RUDHIR,5,20,NA,NA,0.25,2.5e-4,1.0198039027185568e-5,15
mo,10,3,1,carpet,TRIPER,6,20,NA,NA,0.3,2.48e-5,1.6865480854231363e-6,14
mo,10,3,1,sticky,DESCAN,9,20,2,NA,0.45,0.00442,3.0210520610468724e-4,11
mo,10,3,1,sticky,TRIPER,11,20,NA,NA,0.55,2.48e-5,1.6865480854231363e-6,9
mo,10,3,1,carpet,DESCAN,12,20,8,NA,0.6,0.00442,3.0210520610468724e-4,8
mo,10,3,1,sticky,CORTIN,15,20,NA,NA,0.75,2.148e-4,1.3603921003397022e-5,5
mo,10,3,1,sticky,LESCAP,17,20,NA,NA,0.85,0.00328,9.864864700316754e-5,3
mo,10,3,1,sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,10,3,1,carpet,SPOHET,18,20,NA,NA,0.9,0.001996,8.69635939153084e-5,2
mo,10,3,1,sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,10,3,1,sticky,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,10,3,1,carpet,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,10,3,1,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,10,3,1,carpet,LESCAP,20,20,NA,NA,1,0.00328,9.864864700316754e-5,0
mo,10,3,1,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,10,5,0.25,carpet,CORTIN,1,20,NA,NA,0.05,2.148e-4,1.3603921003397022e-5,19
mo,10,5,0.25,carpet,RUDHIR,3,20,NA,NA,0.15,2.5e-4,1.0198039027185568e-5,17
mo,10,5,0.25,carpet,TRIPER,10,20,NA,NA,0.5,2.48e-5,1.6865480854231363e-6,10
mo,10,5,0.25,sticky,RUDHIR,17,20,NA,NA,0.85,2.5e-4,1.0198039027185568e-5,3
mo,10,5,0.25,sticky,TRIPER,17,20,NA,NA,0.85,2.48e-5,1.6865480854231363e-6,3
mo,10,5,0.25,sticky,LESCAP,18,20,NA,NA,0.9,0.00328,9.864864700316754e-5,2
mo,10,5,0.25,sticky,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,10,5,0.25,carpet,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,10,5,0.25,carpet,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,10,5,0.25,sticky,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,10,5,0.25,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,10,5,0.25,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,10,5,0.25,sticky,CORTIN,20,20,NA,NA,1,2.148e-4,1.3603921003397022e-5,0
mo,10,5,0.25,carpet,LESCAP,20,20,NA,NA,1,0.00328,9.864864700316754e-5,0
mo,10,5,0.25,carpet,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,10,5,0.25,carpet,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,7,23,1,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,7,23,1,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,7,23,1,carpet,TRIPER,4,20,NA,NA,0.2,2.48e-5,1.6865480854231363e-6,16
mo,7,23,1,carpet,ECHPAL,9,20,NA,NA,0.45,0.0045968,1.8277660924989524e-4,11
mo,7,23,1,carpet,DESCAN,15,20,NA,NA,0.75,0.00442,3.0210520610468724e-4,5
mo,7,23,1,carpet,SPOHET,16,20,NA,NA,0.8,0.001996,8.69635939153084e-5,4
mo,7,23,1,carpet,LESCAP,19,20,NA,NA,0.95,0.00328,9.864864700316754e-5,1
mo,7,23,1,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,10,40,1,post-sticky,DESCAN,2,20,NA,NA,0.1,0.00442,3.0210520610468724e-4,18
mo,10,40,1,post-sticky,LESCAP,6,20,NA,NA,0.3,0.00328,9.864864700316754e-5,14
mo,10,40,1,post-sticky,ECHPAL,10,20,NA,NA,0.5,0.0045968,1.8277660924989524e-4,10
mo,10,40,1,post-sticky,SPOHET,11,20,NA,NA,0.55,0.001996,8.69635939153084e-5,9
mo,10,40,1,post-sticky,CORTIN,15,20,NA,NA,0.75,2.148e-4,1.3603921003397022e-5,5
mo,10,40,1,post-sticky,TRIPER,15,20,NA,NA,0.75,2.48e-5,1.6865480854231363e-6,5
mo,10,40,1,post-sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,10,40,1,post-sticky,RUDHIR,20,20,NA,NA,1,2.5e-4,1.0198039027185568e-5,0
co,1,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,1,NA,0.25,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,2,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,2,NA,0.25,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,3,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,3,NA,0.25,carpet,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,4,NA,0.25,sticky,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,4,NA,0.25,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,5,NA,0.25,carpet,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,5,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,6,NA,0.25,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,6,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,7,NA,0.25,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,7,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,8,NA,0.25,carpet,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,8,NA,0.25,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,9,NA,0.25,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,9,NA,0.25,sticky,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,10,NA,0.25,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,10,NA,0.25,sticky,a.fruticosa,10,20,NA,NA,0.5,0.0075428,2.428501138105103e-4,10
co,1,NA,1,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,1,NA,1,sticky,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,2,NA,1,carpet,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,2,NA,1,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,3,NA,1,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,3,NA,1,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,4,NA,1,carpet,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,4,NA,1,sticky,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,5,NA,1,carpet,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,5,NA,1,sticky,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,6,NA,1,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,6,NA,1,sticky,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,7,NA,1,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,7,NA,1,sticky,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,8,NA,1,carpet,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,8,NA,1,sticky,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,9,NA,1,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,9,NA,1,sticky,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,10,NA,1,carpet,a.fruticosa,19,20,NA,NA,0.95,0.0075428,2.428501138105103e-4,1
co,10,NA,1,sticky,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,1,NA,2,carpet,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,1,NA,2,sticky,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,2,NA,2,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,2,NA,2,sticky,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,3,NA,2,carpet,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,3,NA,2,sticky,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,4,NA,2,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,4,NA,2,sticky,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,5,NA,2,carpet,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,5,NA,2,sticky,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,6,NA,2,carpet,a.fruticosa,14,20,NA,NA,0.7,0.0075428,2.428501138105103e-4,6
co,6,NA,2,sticky,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,7,NA,2,carpet,a.fruticosa,20,20,NA,NA,1,0.0075428,2.428501138105103e-4,0
co,7,NA,2,sticky,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,8,NA,2,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,8,NA,2,sticky,a.fruticosa,16,20,NA,NA,0.8,0.0075428,2.428501138105103e-4,4
co,9,NA,2,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,9,NA,2,sticky,a.fruticosa,18,20,NA,NA,0.9,0.0075428,2.428501138105103e-4,2
co,10,NA,2,carpet,a.fruticosa,17,20,NA,NA,0.85,0.0075428,2.428501138105103e-4,3
co,10,NA,2,sticky,a.fruticosa,14,20,NA,NA,0.7,0.0075428,2.428501138105103e-4,6
co,1,NA,0.25,sticky,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,1,NA,0.25,carpet,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,2,NA,0.25,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,2,NA,0.25,carpet,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,3,NA,0.25,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,3,NA,0.25,carpet,b.gracilis,19,20,NA,NA,0.95,5.404e-4,7.321080673112557e-5,1
co,4,NA,0.25,sticky,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,4,NA,0.25,carpet,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,5,NA,0.25,carpet,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,5,NA,0.25,sticky,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,6,NA,0.25,carpet,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,6,NA,0.25,sticky,b.gracilis,19,20,NA,NA,0.95,5.404e-4,7.321080673112557e-5,1
co,7,NA,0.25,carpet,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,7,NA,0.25,sticky,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,8,NA,0.25,carpet,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,8,NA,0.25,sticky,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,9,NA,0.25,carpet,b.gracilis,19,20,NA,NA,0.95,5.404e-4,7.321080673112557e-5,1
co,9,NA,0.25,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,10,NA,0.25,carpet,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,10,NA,0.25,sticky,b.gracilis,16,20,NA,NA,0.8,5.404e-4,7.321080673112557e-5,4
co,1,NA,1,carpet,b.gracilis,7,20,NA,NA,0.35,5.404e-4,7.321080673112557e-5,13
co,1,NA,1,sticky,b.gracilis,14,20,NA,NA,0.7,5.404e-4,7.321080673112557e-5,6
co,2,NA,1,carpet,b.gracilis,9,20,NA,NA,0.45,5.404e-4,7.321080673112557e-5,11
co,2,NA,1,sticky,b.gracilis,16,20,NA,NA,0.8,5.404e-4,7.321080673112557e-5,4
co,3,NA,1,carpet,b.gracilis,6,20,NA,NA,0.3,5.404e-4,7.321080673112557e-5,14
co,3,NA,1,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,4,NA,1,carpet,b.gracilis,5,20,NA,NA,0.25,5.404e-4,7.321080673112557e-5,15
co,4,NA,1,sticky,b.gracilis,19,20,NA,NA,0.95,5.404e-4,7.321080673112557e-5,1
co,5,NA,1,carpet,b.gracilis,5,20,NA,NA,0.25,5.404e-4,7.321080673112557e-5,15
co,5,NA,1,sticky,b.gracilis,19,20,NA,NA,0.95,5.404e-4,7.321080673112557e-5,1
co,6,NA,1,carpet,b.gracilis,7,20,NA,NA,0.35,5.404e-4,7.321080673112557e-5,13
co,6,NA,1,sticky,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,7,NA,1,carpet,b.gracilis,4,20,NA,NA,0.2,5.404e-4,7.321080673112557e-5,16
co,7,NA,1,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,8,NA,1,carpet,b.gracilis,8,20,NA,NA,0.4,5.404e-4,7.321080673112557e-5,12
co,8,NA,1,sticky,b.gracilis,19,20,NA,NA,0.95,5.404e-4,7.321080673112557e-5,1
co,9,NA,1,carpet,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,9,NA,1,sticky,b.gracilis,16,20,NA,NA,0.8,5.404e-4,7.321080673112557e-5,4
co,10,NA,1,carpet,b.gracilis,8,20,NA,NA,0.4,5.404e-4,7.321080673112557e-5,12
co,10,NA,1,sticky,b.gracilis,15,20,NA,NA,0.75,5.404e-4,7.321080673112557e-5,5
co,1,NA,2,carpet,b.gracilis,6,20,NA,NA,0.3,5.404e-4,7.321080673112557e-5,14
co,1,NA,2,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,2,NA,2,carpet,b.gracilis,7,20,NA,NA,0.35,5.404e-4,7.321080673112557e-5,13
co,2,NA,2,sticky,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,3,NA,2,carpet,b.gracilis,14,20,NA,NA,0.7,5.404e-4,7.321080673112557e-5,6
co,3,NA,2,sticky,b.gracilis,17,20,NA,NA,0.85,5.404e-4,7.321080673112557e-5,3
co,4,NA,2,carpet,b.gracilis,12,20,NA,NA,0.6,5.404e-4,7.321080673112557e-5,8
co,4,NA,2,sticky,b.gracilis,18,20,NA,NA,0.9,5.404e-4,7.321080673112557e-5,2
co,5,NA,2,carpet,b.gracilis,9,20,NA,NA,0.45,5.404e-4,7.321080673112557e-5,11
co,5,NA,2,sticky,b.gracilis,20,20,NA,NA,1,5.404e-4,7.321080673112557e-5,0
co,6,NA,2,carpet,b.gracilis,8,20,NA,NA,0.4,5.404e-4,7.321080673112557e-5,12
co,6,NA,2,sticky,b.gracilis,16,20,NA,NA,0.8,5.404e-4,7.321080673112557e-5,4
co,7,NA,2,carpet,b.gracilis,5,20,NA,NA,0.25,5.404e-4,7.321080673112557e-5,15
co,7,NA,2,sticky,b.gracilis,14,20,NA,NA,0.7,5.404e-4,7.321080673112557e-5,6
co,8,NA,2,carpet,b.gracilis,7,20,NA,NA,0.35,5.404e-4,7.321080673112557e-5,13
co,8,NA,2,sticky,b.gracilis,14,20,NA,NA,0.7,5.404e-4,7.321080673112557e-5,6
co,9,NA,2,carpet,b.gracilis,15,20,NA,NA,0.75,5.404e-4,7.321080673112557e-5,5
co,9,NA,2,sticky,b.gracilis,15,20,NA,NA,0.75,5.404e-4,7.321080673112557e-5,5
co,10,NA,2,carpet,b.gracilis,14,20,NA,NA,0.7,5.404e-4,7.321080673112557e-5,6
co,10,NA,2,sticky,b.gracilis,9,20,NA,NA,0.45,5.404e-4,7.321080673112557e-5,11
co,1,NA,0.25,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,1,NA,0.25,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,2,NA,0.25,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,2,NA,0.25,carpet,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,3,NA,0.25,sticky,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,3,NA,0.25,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,4,NA,0.25,sticky,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,4,NA,0.25,carpet,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,5,NA,0.25,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,5,NA,0.25,sticky,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,6,NA,0.25,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,6,NA,0.25,sticky,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,7,NA,0.25,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,7,NA,0.25,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,8,NA,0.25,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,8,NA,0.25,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,9,NA,0.25,carpet,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,9,NA,0.25,sticky,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,10,NA,0.25,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,10,NA,0.25,sticky,b.dactyloides,10,20,NA,NA,0.5,0.011785200000000001,5.55208229205744e-4,10
co,1,NA,1,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,1,NA,1,sticky,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,2,NA,1,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,2,NA,1,sticky,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,3,NA,1,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,3,NA,1,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,4,NA,1,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,4,NA,1,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,5,NA,1,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,5,NA,1,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,6,NA,1,carpet,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,6,NA,1,sticky,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,7,NA,1,carpet,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,7,NA,1,sticky,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,8,NA,1,carpet,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,8,NA,1,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,9,NA,1,carpet,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,9,NA,1,sticky,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,10,NA,1,carpet,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,10,NA,1,sticky,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,1,NA,2,carpet,b.dactyloides,10,20,NA,NA,0.5,0.011785200000000001,5.55208229205744e-4,10
co,1,NA,2,sticky,b.dactyloides,20,20,NA,NA,1,0.011785200000000001,5.55208229205744e-4,0
co,2,NA,2,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,2,NA,2,sticky,b.dactyloides,15,20,NA,NA,0.75,0.011785200000000001,5.55208229205744e-4,5
co,3,NA,2,carpet,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,3,NA,2,sticky,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,4,NA,2,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,4,NA,2,sticky,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,5,NA,2,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,5,NA,2,sticky,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,6,NA,2,carpet,b.dactyloides,17,20,NA,NA,0.85,0.011785200000000001,5.55208229205744e-4,3
co,6,NA,2,sticky,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,7,NA,2,carpet,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,7,NA,2,sticky,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,8,NA,2,carpet,b.dactyloides,13,20,NA,NA,0.65,0.011785200000000001,5.55208229205744e-4,7
co,8,NA,2,sticky,b.dactyloides,18,20,NA,NA,0.9,0.011785200000000001,5.55208229205744e-4,2
co,9,NA,2,carpet,b.dactyloides,16,20,NA,NA,0.8,0.011785200000000001,5.55208229205744e-4,4
co,9,NA,2,sticky,b.dactyloides,15,20,NA,NA,0.75,0.011785200000000001,5.55208229205744e-4,5
co,10,NA,2,carpet,b.dactyloides,19,20,NA,NA,0.95,0.011785200000000001,5.55208229205744e-4,1
co,10,NA,2,sticky,b.dactyloides,10,20,NA,NA,0.5,0.011785200000000001,5.55208229205744e-4,10
co,1,NA,0.25,sticky,d.purpurea,18,20,NA,NA,0.9,0.0015448,5.950312783562069e-5,2
co,1,NA,0.25,carpet,d.purpurea,5,20,NA,NA,0.25,0.0015448,5.950312783562069e-5,15
co,2,NA,0.25,sticky,d.purpurea,19,20,NA,NA,0.95,0.0015448,5.950312783562069e-5,1
co,2,NA,0.25,carpet,d.purpurea,1,20,NA,NA,0.05,0.0015448,5.950312783562069e-5,19
co,3,NA,0.25,sticky,d.purpurea,19,20,NA,NA,0.95,0.0015448,5.950312783562069e-5,1
co,3,NA,0.25,carpet,d.purpurea,18,20,NA,NA,0.9,0.0015448,5.950312783562069e-5,2
co,4,NA,0.25,sticky,d.purpurea,16,20,NA,NA,0.8,0.0015448,5.950312783562069e-5,4
co,4,NA,0.25,carpet,d.purpurea,12,20,NA,NA,0.6,0.0015448,5.950312783562069e-5,8
co,5,NA,0.25,carpet,d.purpurea,16,20,NA,NA,0.8,0.0015448,5.950312783562069e-5,4
co,5,NA,0.25,sticky,d.purpurea,20,20,NA,NA,1,0.0015448,5.950312783562069e-5,0
co,6,NA,0.25,carpet,d.purpurea,19,20,NA,NA,0.95,0.0015448,5.950312783562069e-5,1
co,6,NA,0.25,sticky,d.purpurea,19,20,NA,NA,0.95,0.0015448,5.950312783562069e-5,1
