site,block,plot,time_month,treatment,species,number_recovered,number_original,number_herbivorized,notes,pct_recovered,mean_1seed,sd_1seed,number_lost
mo,5,28,0.25,sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,5,28,0.25,sticky,TRIPER,18,20,NA,NA,0.9,2.48e-5,1.6865480854231363e-6,2
mo,5,28,0.25,carpet,ECHPAL,18,20,NA,NA,0.9,0.0045968,1.8277660924989524e-4,2
mo,5,28,0.25,carpet,LESCAP,19,20,NA,NA,0.95,0.00328,9.864864700316754e-5,1
mo,5,28,0.25,sticky,LESCAP,20,20,NA,NA,1,0.00328,9.864864700316754e-5,0
mo,5,28,0.25,sticky,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,5,28,0.25,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,5,28,0.25,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,5,28,0.25,sticky,ECHPAL,20,20,NA,NA,1,0.0045968,1.8277660924989524e-4,0
mo,5,28,0.25,sticky,CORTIN,20,20,NA,NA,1,2.148e-4,1.3603921003397022e-5,0
mo,5,28,0.25,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,5,28,0.25,carpet,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,5,30,2,carpet,DESCAN,0,20,6,NA,0,0.00442,3.0210520610468724e-4,20
mo,5,30,2,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,5,30,2,carpet,RUDHIR,1,20,NA,NA,0.05,2.5e-4,1.0198039027185568e-5,19
mo,5,30,2,carpet,TRIPER,1,20,NA,NA,0.05,2.48e-5,1.6865480854231363e-6,19
mo,5,30,2,sticky,DESCAN,3,20,NA,NA,0.15,0.00442,3.0210520610468724e-4,17
mo,5,30,2,sticky,SPOHET,5,20,NA,NA,0.25,0.001996,8.69635939153084e-5,15
mo,5,30,2,carpet,LESCAP,9,20,2,NA,0.45,0.00328,9.864864700316754e-5,11
mo,5,30,2,sticky,ECHPAL,10,20,NA,NA,0.5,0.0045968,1.8277660924989524e-4,10
mo,5,30,2,carpet,ECHPAL,11,20,2,NA,0.55,0.0045968,1.8277660924989524e-4,9
mo,5,30,2,sticky,CORTIN,12,20,NA,NA,0.6,2.148e-4,1.3603921003397022e-5,8
mo,5,30,2,sticky,TRIPER,13,20,NA,NA,0.65,2.48e-5,1.6865480854231363e-6,7
mo,5,30,2,carpet,SPOHET,13,20,2,NA,0.65,0.001996,8.69635939153084e-5,7
mo,5,30,2,carpet,SCHSCO,16,20,2,NA,0.8,0.0018332,1.1412351982732469e-4,4
mo,5,30,2,sticky,SCHSCO,17,20,NA,NA,0.85,0.0018332,1.1412351982732469e-4,3
mo,5,30,2,sticky,LESCAP,19,20,NA,NA,0.95,0.00328,9.864864700316754e-5,1
mo,5,30,2,sticky,RUDHIR,20,20,NA,NA,1,2.5e-4,1.0198039027185568e-5,0
mo,5,35,1,post-sticky,DESCAN,3,20,NA,NA,0.15,0.00442,3.0210520610468724e-4,17
mo,5,35,1,post-sticky,LESCAP,7,20,NA,NA,0.35,0.00328,9.864864700316754e-5,13
mo,5,35,1,post-sticky,TRIPER,11,20,NA,NA,0.55,2.48e-5,1.6865480854231363e-6,9
mo,5,35,1,post-sticky,RUDHIR,14,20,NA,NA,0.7,2.5e-4,1.0198039027185568e-5,6
mo,5,35,1,post-sticky,CORTIN,15,20,NA,NA,0.75,2.148e-4,1.3603921003397022e-5,5
mo,5,35,1,post-sticky,ECHPAL,17,20,NA,NA,0.85,0.0045968,1.8277660924989524e-4,3
mo,5,35,1,post-sticky,SCHSCO,18,20,NA,NA,0.9,0.0018332,1.1412351982732469e-4,2
mo,5,35,1,post-sticky,SPOHET,18,20,NA,NA,0.9,0.001996,8.69635939153084e-5,2
mo,6,25,1,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,6,25,1,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,6,25,1,carpet,TRIPER,8,20,NA,NA,0.4,2.48e-5,1.6865480854231363e-6,12
mo,6,25,1,sticky,TRIPER,9,20,NA,NA,0.45,2.48e-5,1.6865480854231363e-6,11
mo,6,25,1,sticky,LESCAP,16,20,NA,NA,0.8,0.00328,9.864864700316754e-5,4
mo,6,25,1,sticky,DESCAN,16,20,2,NA,0.8,0.00442,3.0210520610468724e-4,4
mo,6,25,1,sticky,SCHSCO,16,20,NA,NA,0.8,0.0018332,1.1412351982732469e-4,4
mo,6,25,1,sticky,ECHPAL,16,20,NA,NA,0.8,0.0045968,1.8277660924989524e-4,4
mo,6,25,1,sticky,CORTIN,16,20,NA,NA,0.8,2.148e-4,1.3603921003397022e-5,4
mo,6,25,1,carpet,DESCAN,16,20,NA,NA,0.8,0.00442,3.0210520610468724e-4,4
mo,6,25,1,carpet,ECHPAL,16,20,NA,NA,0.8,0.0045968,1.8277660924989524e-4,4
mo,6,25,1,sticky,RUDHIR,19,20,NA,NA,0.95,2.5e-4,1.0198039027185568e-5,1
mo,6,25,1,carpet,LESCAP,19,20,NA,NA,0.95,0.00328,9.864864700316754e-5,1
mo,6,25,1,carpet,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,6,25,1,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,6,25,1,carpet,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,6,27,2,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,6,27,2,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,6,27,2,carpet,TRIPER,0,20,NA,NA,0,2.48e-5,1.6865480854231363e-6,20
mo,6,27,2,sticky,DESCAN,1,20,NA,NA,0.05,0.00442,3.0210520610468724e-4,19
mo,6,27,2,sticky,ECHPAL,2,20,NA,NA,0.1,0.0045968,1.8277660924989524e-4,18
mo,6,27,2,carpet,DESCAN,2,20,4,NA,0.1,0.00442,3.0210520610468724e-4,18
mo,6,27,2,sticky,SPOHET,4,20,NA,NA,0.2,0.001996,8.69635939153084e-5,16
mo,6,27,2,sticky,TRIPER,4,20,NA,NA,0.2,2.48e-5,1.6865480854231363e-6,16
mo,6,27,2,carpet,SPOHET,7,20,4,NA,0.35,0.001996,8.69635939153084e-5,13
mo,6,27,2,sticky,CORTIN,11,20,NA,NA,0.55,2.148e-4,1.3603921003397022e-5,9
mo,6,27,2,carpet,SCHSCO,11,20,7,NA,0.55,0.0018332,1.1412351982732469e-4,9
mo,6,27,2,sticky,SCHSCO,12,20,NA,NA,0.6,0.0018332,1.1412351982732469e-4,8
mo,6,27,2,carpet,ECHPAL,12,20,3,NA,0.6,0.0045968,1.8277660924989524e-4,8
mo,6,27,2,sticky,LESCAP,13,20,NA,NA,0.65,0.00328,9.864864700316754e-5,7
mo,6,27,2,carpet,LESCAP,15,20,1,NA,0.75,0.00328,9.864864700316754e-5,5
mo,6,27,2,sticky,RUDHIR,17,20,NA,NA,0.85,2.5e-4,1.0198039027185568e-5,3
mo,6,29,0.25,sticky,LESCAP,0,20,NA,didnt add any probably,0,0.00328,9.864864700316754e-5,20
mo,6,29,0.25,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,6,29,0.25,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,6,29,0.25,carpet,ECHPAL,5,20,NA,NA,0.25,0.0045968,1.8277660924989524e-4,15
mo,6,29,0.25,carpet,TRIPER,5,20,NA,NA,0.25,2.48e-5,1.6865480854231363e-6,15
mo,6,29,0.25,carpet,DESCAN,10,20,NA,NA,0.5,0.00442,3.0210520610468724e-4,10
mo,6,29,0.25,carpet,SPOHET,16,20,NA,NA,0.8,0.001996,8.69635939153084e-5,4
mo,6,29,0.25,sticky,TRIPER,17,20,NA,NA,0.85,2.48e-5,1.6865480854231363e-6,3
mo,6,29,0.25,carpet,LESCAP,17,20,NA,NA,0.85,0.00328,9.864864700316754e-5,3
mo,6,29,0.25,sticky,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,6,29,0.25,sticky,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,6,29,0.25,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,6,29,0.25,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,6,29,0.25,sticky,CORTIN,20,20,NA,NA,1,2.148e-4,1.3603921003397022e-5,0
mo,6,29,0.25,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,6,29,0.25,sticky,RUDHIR,20,20,NA,NA,1,2.5e-4,1.0198039027185568e-5,0
mo,6,36,1,post-sticky,TRIPER,4,20,NA,NA,0.2,2.48e-5,1.6865480854231363e-6,16
mo,6,36,1,post-sticky,DESCAN,8,20,NA,NA,0.4,0.00442,3.0210520610468724e-4,12
mo,6,36,1,post-sticky,LESCAP,10,20,NA,NA,0.5,0.00328,9.864864700316754e-5,10
mo,6,36,1,post-sticky,ECHPAL,10,20,NA,NA,0.5,0.0045968,1.8277660924989524e-4,10
mo,6,36,1,post-sticky,SCHSCO,12,20,NA,NA,0.6,0.0018332,1.1412351982732469e-4,8
mo,6,36,1,post-sticky,SPOHET,12,20,NA,NA,0.6,0.001996,8.69635939153084e-5,8
mo,6,36,1,post-sticky,CORTIN,13,20,NA,NA,0.65,2.148e-4,1.3603921003397022e-5,7
mo,6,36,1,post-sticky,RUDHIR,14,20,NA,NA,0.7,2.5e-4,1.0198039027185568e-5,6
mo,7,19,0.25,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,7,19,0.25,carpet,RUDHIR,4,20,NA,NA,0.2,2.5e-4,1.0198039027185568e-5,16
mo,7,19,0.25,carpet,DESCAN,12,20,1,NA,0.6,0.00442,3.0210520610468724e-4,8
mo,7,19,0.25,carpet,TRIPER,17,20,NA,NA,0.85,2.48e-5,1.6865480854231363e-6,3
mo,7,19,0.25,carpet,LESCAP,18,20,NA,NA,0.9,0.00328,9.864864700316754e-5,2
mo,7,19,0.25,sticky,SPOHET,19,20,1,NA,0.95,0.001996,8.69635939153084e-5,1
mo,7,19,0.25,carpet,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,7,19,0.25,sticky,LESCAP,20,20,NA,NA,1,0.00328,9.864864700316754e-5,0
mo,7,19,0.25,sticky,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,7,19,0.25,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,7,19,0.25,sticky,ECHPAL,20,20,NA,NA,1,0.0045968,1.8277660924989524e-4,0
mo,7,19,0.25,sticky,RUDHIR,20,20,NA,NA,1,2.5e-4,1.0198039027185568e-5,0
mo,7,19,0.25,sticky,CORTIN,20,20,NA,NA,1,2.148e-4,1.3603921003397022e-5,0
mo,7,19,0.25,sticky,TRIPER,20,20,NA,NA,1,2.48e-5,1.6865480854231363e-6,0
mo,7,19,0.25,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,7,19,0.25,carpet,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,7,21,2,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,7,21,2,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,7,21,2,carpet,DESCAN,1,20,5,NA,0.05,0.00442,3.0210520610468724e-4,19
mo,7,21,2,carpet,TRIPER,1,20,NA,NA,0.05,2.48e-5,1.6865480854231363e-6,19
mo,7,21,2,sticky,DESCAN,2,20,NA,NA,0.1,0.00442,3.0210520610468724e-4,18
mo,7,21,2,carpet,ECHPAL,3,20,2,NA,0.15,0.0045968,1.8277660924989524e-4,17
mo,7,21,2,carpet,SPOHET,7,20,3,NA,0.35,0.001996,8.69635939153084e-5,13
mo,7,21,2,sticky,LESCAP,11,20,NA,NA,0.55,0.00328,9.864864700316754e-5,9
mo,7,21,2,sticky,TRIPER,11,20,NA,NA,0.55,2.48e-5,1.6865480854231363e-6,9
mo,7,21,2,sticky,ECHPAL,12,20,NA,NA,0.6,0.0045968,1.8277660924989524e-4,8
mo,7,21,2,sticky,SPOHET,13,20,NA,NA,0.65,0.001996,8.69635939153084e-5,7
mo,7,21,2,carpet,LESCAP,16,20,1,NA,0.8,0.00328,9.864864700316754e-5,4
mo,7,21,2,sticky,CORTIN,18,20,NA,NA,0.9,2.148e-4,1.3603921003397022e-5,2
mo,7,21,2,sticky,RUDHIR,19,20,NA,NA,0.95,2.5e-4,1.0198039027185568e-5,1
mo,7,21,2,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,7,21,2,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,7,23,1,sticky,TRIPER,12,20,NA,NA,0.6,2.48e-5,1.6865480854231363e-6,8
mo,7,23,1,sticky,DESCAN,17,20,NA,NA,0.85,0.00442,3.0210520610468724e-4,3
mo,7,23,1,sticky,RUDHIR,17,20,NA,NA,0.85,2.5e-4,1.0198039027185568e-5,3
mo,7,23,1,sticky,LESCAP,18,20,NA,NA,0.9,0.00328,9.864864700316754e-5,2
mo,7,23,1,sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,7,23,1,sticky,CORTIN,19,20,NA,NA,0.95,2.148e-4,1.3603921003397022e-5,1
mo,7,23,1,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,7,23,1,sticky,ECHPAL,20,20,NA,NA,1,0.0045968,1.8277660924989524e-4,0
mo,7,37,1,post-sticky,DESCAN,3,20,NA,NA,0.15,0.00442,3.0210520610468724e-4,17
mo,7,37,1,post-sticky,ECHPAL,3,20,NA,NA,0.15,0.0045968,1.8277660924989524e-4,17
mo,7,37,1,post-sticky,TRIPER,4,20,NA,NA,0.2,2.48e-5,1.6865480854231363e-6,16
mo,7,37,1,post-sticky,SPOHET,5,20,NA,NA,0.25,0.001996,8.69635939153084e-5,15
mo,7,37,1,post-sticky,LESCAP,8,20,NA,NA,0.4,0.00328,9.864864700316754e-5,12
mo,7,37,1,post-sticky,SCHSCO,15,20,NA,NA,0.75,0.0018332,1.1412351982732469e-4,5
mo,7,37,1,post-sticky,RUDHIR,16,20,NA,NA,0.8,2.5e-4,1.0198039027185568e-5,4
mo,7,37,1,post-sticky,CORTIN,20,20,NA,NA,1,2.148e-4,1.3603921003397022e-5,0
mo,8,13,1,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,8,13,1,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,8,13,1,carpet,TRIPER,3,20,NA,NA,0.15,2.48e-5,1.6865480854231363e-6,17
mo,8,13,1,sticky,TRIPER,10,20,NA,NA,0.5,2.48e-5,1.6865480854231363e-6,10
mo,8,13,1,carpet,SPOHET,14,20,2,NA,0.7,0.001996,8.69635939153084e-5,6
mo,8,13,1,carpet,DESCAN,16,20,1,NA,0.8,0.00442,3.0210520610468724e-4,4
mo,8,13,1,carpet,ECHPAL,16,20,NA,NA,0.8,0.0045968,1.8277660924989524e-4,4
mo,8,13,1,sticky,ECHPAL,17,20,NA,NA,0.85,0.0045968,1.8277660924989524e-4,3
mo,8,13,1,sticky,CORTIN,17,20,NA,NA,0.85,2.148e-4,1.3603921003397022e-5,3
mo,8,13,1,sticky,DESCAN,18,20,1,NA,0.9,0.00442,3.0210520610468724e-4,2
mo,8,13,1,sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,8,13,1,carpet,SCHSCO,18,20,NA,NA,0.9,0.0018332,1.1412351982732469e-4,2
mo,8,13,1,sticky,LESCAP,19,20,NA,NA,0.95,0.00328,9.864864700316754e-5,1
mo,8,13,1,sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,8,13,1,sticky,SPOHET,19,20,NA,NA,0.95,0.001996,8.69635939153084e-5,1
mo,8,13,1,carpet,LESCAP,19,20,1,NA,0.95,0.00328,9.864864700316754e-5,1
mo,8,15,0.25,carpet,RUDHIR,7,20,NA,NA,0.35,2.5e-4,1.0198039027185568e-5,13
mo,8,15,0.25,carpet,ECHPAL,9,20,NA,NA,0.45,0.0045968,1.8277660924989524e-4,11
mo,8,15,0.25,carpet,CORTIN,12,20,NA,NA,0.6,2.148e-4,1.3603921003397022e-5,8
mo,8,15,0.25,carpet,SCHSCO,14,20,NA,NA,0.7,0.0018332,1.1412351982732469e-4,6
mo,8,15,0.25,carpet,TRIPER,14,20,NA,NA,0.7,2.48e-5,1.6865480854231363e-6,6
mo,8,15,0.25,carpet,DESCAN,15,20,NA,NA,0.75,0.00442,3.0210520610468724e-4,5
mo,8,15,0.25,carpet,LESCAP,16,20,NA,NA,0.8,0.00328,9.864864700316754e-5,4
mo,8,15,0.25,sticky,TRIPER,18,20,NA,NA,0.9,2.48e-5,1.6865480854231363e-6,2
mo,8,15,0.25,carpet,SPOHET,18,20,NA,NA,0.9,0.001996,8.69635939153084e-5,2
mo,8,15,0.25,sticky,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,8,15,0.25,sticky,CORTIN,19,20,NA,NA,0.95,2.148e-4,1.3603921003397022e-5,1
mo,8,15,0.25,sticky,LESCAP,20,20,NA,NA,1,0.00328,9.864864700316754e-5,0
mo,8,15,0.25,sticky,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,8,15,0.25,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,8,15,0.25,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,8,15,0.25,sticky,RUDHIR,20,20,NA,NA,1,2.5e-4,1.0198039027185568e-5,0
mo,8,17,2,carpet,RUDHIR,0,20,NA,BAG OPENED - might be ok,0,2.5e-4,1.0198039027185568e-5,20
mo,8,17,2,carpet,CORTIN,0,20,NA,BAG OPENED - might be ok,0,2.148e-4,1.3603921003397022e-5,20
mo,8,17,2,sticky,DESCAN,1,20,NA,NA,0.05,0.00442,3.0210520610468724e-4,19
mo,8,17,2,carpet,TRIPER,2,20,2,BAG OPENED - might be ok,0.1,2.48e-5,1.6865480854231363e-6,18
mo,8,17,2,carpet,DESCAN,5,20,10,BAG OPENED - might be ok,0.25,0.00442,3.0210520610468724e-4,15
mo,8,17,2,sticky,ECHPAL,11,20,NA,NA,0.55,0.0045968,1.8277660924989524e-4,9
mo,8,17,2,carpet,LESCAP,13,20,NA,BAG OPENED - might be ok,0.65,0.00328,9.864864700316754e-5,7
mo,8,17,2,carpet,ECHPAL,13,20,1,BAG OPENED - might be ok,0.65,0.0045968,1.8277660924989524e-4,7
mo,8,17,2,sticky,SPOHET,14,20,NA,NA,0.7,0.001996,8.69635939153084e-5,6
mo,8,17,2,sticky,CORTIN,16,20,NA,NA,0.8,2.148e-4,1.3603921003397022e-5,4
mo,8,17,2,sticky,TRIPER,16,20,NA,NA,0.8,2.48e-5,1.6865480854231363e-6,4
mo,8,17,2,sticky,RUDHIR,17,20,NA,NA,0.85,2.5e-4,1.0198039027185568e-5,3
mo,8,17,2,carpet,SCHSCO,17,20,NA,BAG OPENED - might be ok,0.85,0.0018332,1.1412351982732469e-4,3
mo,8,17,2,sticky,LESCAP,18,20,NA,NA,0.9,0.00328,9.864864700316754e-5,2
mo,8,17,2,sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,8,17,2,carpet,SPOHET,19,20,NA,BAG OPENED - might be ok,0.95,0.001996,8.69635939153084e-5,1
mo,8,38,1,post-sticky,DESCAN,9,20,NA,NA,0.45,0.00442,3.0210520610468724e-4,11
mo,8,38,1,post-sticky,LESCAP,10,20,NA,NA,0.5,0.00328,9.864864700316754e-5,10
mo,8,38,1,post-sticky,TRIPER,10,20,NA,NA,0.5,2.48e-5,1.6865480854231363e-6,10
mo,8,38,1,post-sticky,CORTIN,16,20,NA,NA,0.8,2.148e-4,1.3603921003397022e-5,4
mo,8,38,1,post-sticky,SPOHET,17,20,NA,NA,0.85,0.001996,8.69635939153084e-5,3
mo,8,38,1,post-sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,8,38,1,post-sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,8,38,1,post-sticky,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,9,7,0.25,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,9,7,0.25,carpet,CORTIN,2,20,NA,NA,0.1,2.148e-4,1.3603921003397022e-5,18
mo,9,7,0.25,carpet,TRIPER,11,20,NA,NA,0.55,2.48e-5,1.6865480854231363e-6,9
mo,9,7,0.25,carpet,LESCAP,14,20,NA,NA,0.7,0.00328,9.864864700316754e-5,6
mo,9,7,0.25,carpet,DESCAN,16,20,NA,NA,0.8,0.00442,3.0210520610468724e-4,4
mo,9,7,0.25,carpet,SCHSCO,17,20,NA,NA,0.85,0.0018332,1.1412351982732469e-4,3
mo,9,7,0.25,carpet,SPOHET,17,20,NA,NA,0.85,0.001996,8.69635939153084e-5,3
mo,9,7,0.25,sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,9,7,0.25,sticky,CORTIN,18,20,NA,NA,0.9,2.148e-4,1.3603921003397022e-5,2
mo,9,7,0.25,sticky,TRIPER,19,20,NA,NA,0.95,2.48e-5,1.6865480854231363e-6,1
mo,9,7,0.25,carpet,ECHPAL,19,20,NA,NA,0.95,0.0045968,1.8277660924989524e-4,1
mo,9,7,0.25,sticky,LESCAP,20,20,NA,NA,1,0.00328,9.864864700316754e-5,0
mo,9,7,0.25,sticky,DESCAN,20,20,NA,NA,1,0.00442,3.0210520610468724e-4,0
mo,9,7,0.25,sticky,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,9,7,0.25,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,9,7,0.25,sticky,ECHPAL,20,20,NA,NA,1,0.0045968,1.8277660924989524e-4,0
mo,9,9,1,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,9,9,1,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,9,9,1,carpet,TRIPER,4,20,NA,NA,0.2,2.48e-5,1.6865480854231363e-6,16
mo,9,9,1,carpet,ECHPAL,12,20,2,NA,0.6,0.0045968,1.8277660924989524e-4,8
mo,9,9,1,carpet,LESCAP,13,20,NA,NA,0.65,0.00328,9.864864700316754e-5,7
mo,9,9,1,sticky,TRIPER,15,20,NA,NA,0.75,2.48e-5,1.6865480854231363e-6,5
mo,9,9,1,sticky,LESCAP,17,20,1,NA,0.85,0.00328,9.864864700316754e-5,3
mo,9,9,1,carpet,DESCAN,17,20,1,NA,0.85,0.00442,3.0210520610468724e-4,3
mo,9,9,1,sticky,DESCAN,18,20,NA,NA,0.9,0.00442,3.0210520610468724e-4,2
mo,9,9,1,carpet,SPOHET,18,20,2,NA,0.9,0.001996,8.69635939153084e-5,2
mo,9,9,1,sticky,SCHSCO,19,20,NA,NA,0.95,0.0018332,1.1412351982732469e-4,1
mo,9,9,1,sticky,SPOHET,20,20,NA,NA,1,0.001996,8.69635939153084e-5,0
mo,9,9,1,sticky,ECHPAL,20,20,NA,NA,1,0.0045968,1.8277660924989524e-4,0
mo,9,9,1,sticky,RUDHIR,20,20,NA,NA,1,2.5e-4,1.0198039027185568e-5,0
mo,9,9,1,sticky,CORTIN,20,20,NA,NA,1,2.148e-4,1.3603921003397022e-5,0
mo,9,9,1,carpet,SCHSCO,20,20,NA,NA,1,0.0018332,1.1412351982732469e-4,0
mo,9,11,2,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,9,11,2,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
mo,9,11,2,carpet,TRIPER,1,20,NA,NA,0.05,2.48e-5,1.6865480854231363e-6,19
mo,9,11,2,sticky,DESCAN,2,20,NA,NA,0.1,0.00442,3.0210520610468724e-4,18
mo,9,11,2,sticky,SPOHET,2,20,NA,NA,0.1,0.001996,8.69635939153084e-5,18
mo,9,11,2,sticky,ECHPAL,2,20,NA,NA,0.1,0.0045968,1.8277660924989524e-4,18
mo,9,11,2,carpet,DESCAN,7,20,13,NA,0.35,0.00442,3.0210520610468724e-4,13
mo,9,11,2,carpet,ECHPAL,11,20,1,NA,0.55,0.0045968,1.8277660924989524e-4,9
mo,9,11,2,sticky,TRIPER,13,20,NA,NA,0.65,2.48e-5,1.6865480854231363e-6,7
mo,9,11,2,sticky,CORTIN,15,20,NA,NA,0.75,2.148e-4,1.3603921003397022e-5,5
mo,9,11,2,carpet,LESCAP,15,20,NA,NA,0.75,0.00328,9.864864700316754e-5,5
mo,9,11,2,sticky,SCHSCO,16,20,NA,NA,0.8,0.0018332,1.1412351982732469e-4,4
mo,9,11,2,sticky,LESCAP,17,20,NA,NA,0.85,0.00328,9.864864700316754e-5,3
mo,9,11,2,carpet,SCHSCO,17,20,2,NA,0.85,0.0018332,1.1412351982732469e-4,3
mo,9,11,2,carpet,SPOHET,17,20,NA,NA,0.85,0.001996,8.69635939153084e-5,3
mo,9,11,2,sticky,RUDHIR,18,20,NA,NA,0.9,2.5e-4,1.0198039027185568e-5,2
mo,9,39,1,post-sticky,DESCAN,0,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0,0.00442,3.0210520610468724e-4,20
mo,9,39,1,post-sticky,ECHPAL,1,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.05,0.0045968,1.8277660924989524e-4,19
mo,9,39,1,post-sticky,SPOHET,2,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.1,0.001996,8.69635939153084e-5,18
mo,9,39,1,post-sticky,CORTIN,3,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.15,2.148e-4,1.3603921003397022e-5,17
mo,9,39,1,post-sticky,SCHSCO,4,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.2,0.0018332,1.1412351982732469e-4,16
mo,9,39,1,post-sticky,RUDHIR,6,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.3,2.5e-4,1.0198039027185568e-5,14
mo,9,39,1,post-sticky,LESCAP,10,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.5,0.00328,9.864864700316754e-5,10
mo,9,39,1,post-sticky,TRIPER,13,20,NA,"got a bad stick, but there was some herbivory (e.g. DESCAN and SPOHET)",0.65,2.48e-5,1.6865480854231363e-6,7
mo,10,1,2,carpet,RUDHIR,0,20,NA,NA,0,2.5e-4,1.0198039027185568e-5,20
mo,10,1,2,carpet,CORTIN,0,20,NA,NA,0,2.148e-4,1.3603921003397022e-5,20
